indic_se,l_serv,nace_r2,sex,sizeclas,unit,time\geo	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	ES 	FR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	IS 	NO 	CH 	AL 	RS 
OPAY,Y_GE30,B,T,TOTAL,PPS,2018	: 	18.11 	13.71 	: 	30.08 	: 	: 	30.81 	: 	: 	: 	: 	: 	: 	31.67 	: 	: 	: 	16.18 	: 	: 	: 	8.94 	: 	: 	21.47 	: 	: 	29.7 	: 	: 
OPAY,Y_GE30,B-E,F,GE10,EUR,2018	33.02 	4.06 	8.28 	41.2 	26.37 	9.65 	69.31 	20.53 	20.08 	17.14 	12.79 	8.69 	8.38 	25.76 	8.89 	: c	24.67 	39.89 	7.99 	7.76 	6.8 	9.7 	6.41 	32 	27.14 	22.8 	31.93 	: 	35.65 	: 	3.45 
OPAY,Y_GE30,B-E,F,GE10,NAC,2018	33.02 	7.94 	212.52 	307.13 	26.37 	9.65 	69.31 	20.53 	20.08 	17.14 	12.79 	8.69 	8.38 	25.76 	2832.58 	: c	24.67 	39.89 	34.08 	7.76 	31.6 	9.7 	6.41 	32 	278.76 	20.2 	4082.52 	: 	41.17 	: 	408.36 
OPAY,Y_GE30,B-E,F,GE10,PPS,2018	28.69 	7.8 	11.29 	29.11 	24.69 	11.64 	52.23 	21.46 	17.65 	16.65 	14.24 	11.36 	12.2 	19.89 	13.78 	: c	21.35 	35.64 	13.43 	8.71 	12.55 	11.12 	8.06 	25.4 	21.98 	19.01 	19.67 	: 	22.86 	: 	6.2 
OPAY,Y_GE30,B-E,F,TOTAL,EUR,2018	: 	4.06 	8.28 	: 	26.37 	9.65 	69.31 	20.53 	: 	: 	12.79 	8.69 	8.38 	: 	8.89 	: 	24.67 	: 	7.99 	: 	: 	9.7 	6.41 	: 	: 	22.8 	: 	: 	35.65 	: 	: 
OPAY,Y_GE30,B-E,F,TOTAL,NAC,2018	: 	7.94 	212.52 	: 	26.37 	9.65 	69.31 	20.53 	: 	: 	12.79 	8.69 	8.38 	: 	2832.58 	: 	24.67 	: 	34.08 	: 	: 	9.7 	6.41 	: 	: 	20.2 	: 	: 	41.17 	: 	: 
OPAY,Y_GE30,B-E,F,TOTAL,PPS,2018	: 	7.8 	11.29 	: 	24.69 	11.64 	52.23 	21.46 	: 	: 	14.24 	11.36 	12.2 	: 	13.78 	: 	21.35 	: 	13.43 	: 	: 	11.12 	8.06 	: 	: 	19.01 	: 	: 	22.86 	: 	: 
OPAY,Y_GE30,B-E,M,GE10,EUR,2018	37.61 	7.51 	10.42 	46.39 	33.76 	11.17 	48.09 	21.52 	23.8 	19.82 	15.99 	8.88 	10.12 	48.27 	11.1 	: c	28.58 	43.12 	10.28 	15.97 	7.38 	11.38 	9.18 	37.33 	28.51 	27.79 	33.51 	: 	45.5 	: 	4.18 
OPAY,Y_GE30,B-E,M,GE10,NAC,2018	37.61 	14.66 	267.18 	345.72 	33.76 	11.17 	48.09 	21.52 	23.8 	19.82 	15.99 	8.88 	10.12 	48.27 	3537.12 	: c	28.58 	43.12 	43.78 	15.97 	34.34 	11.38 	9.18 	37.33 	292.47 	24.58 	4285.79 	: 	52.56 	: 	492.99 
OPAY,Y_GE30,B-E,M,GE10,PPS,2018	32.73 	14.42 	14.19 	32.77 	31.6 	13.44 	36.24 	22.48 	20.94 	19.13 	17.79 	11.62 	14.88 	37.25 	17.2 	: c	24.76 	38.52 	17.25 	17.93 	13.64 	13.05 	11.52 	29.63 	23.07 	23.12 	20.64 	: 	29.18 	: 	7.49 
OPAY,Y_GE30,B-E,M,TOTAL,EUR,2018	: 	7.51 	10.4 	: 	33.71 	11.17 	48.09 	21.52 	: 	: 	15.99 	8.88 	10.12 	: 	11.1 	: 	28.49 	: 	10.27 	: 	: 	11.37 	9.18 	: 	: 	27.72 	: 	: 	45.43 	: 	: 
OPAY,Y_GE30,B-E,M,TOTAL,NAC,2018	: 	14.66 	266.79 	: 	33.71 	11.17 	48.09 	21.52 	: 	: 	15.99 	8.88 	10.12 	: 	3537.12 	: 	28.49 	: 	43.76 	: 	: 	11.37 	9.18 	: 	: 	24.52 	: 	: 	52.47 	: 	: 
OPAY,Y_GE30,B-E,M,TOTAL,PPS,2018	: 	14.42 	14.17 	: 	31.56 	13.44 	36.24 	22.48 	: 	: 	17.79 	11.62 	14.88 	: 	17.2 	: 	24.68 	: 	17.25 	: 	: 	13.04 	11.52 	: 	: 	23.06 	: 	: 	29.13 	: 	: 
OPAY,Y_GE30,B-E,T,GE10,EUR,2018	36.57 	6.05 	10.03 	45.46 	33.31 	10.26 	48.15 	21.4 	23.16 	19.34 	15.93 	8.76 	9.43 	42.81 	10.7 	13.79 	28.39 	42.89 	9.91 	13.89 	7.21 	10.91 	8.56 	36.74 	28.32 	27.37 	33.25 	: 	43.92 	: 	4.07 
OPAY,Y_GE30,B-E,T,GE10,NAC,2018	36.57 	11.82 	257.4 	338.78 	33.31 	10.26 	48.15 	21.4 	23.16 	19.34 	15.93 	8.76 	9.43 	42.81 	3410.25 	13.79 	28.39 	42.89 	42.21 	13.89 	33.56 	10.91 	8.56 	36.74 	290.63 	24.2 	4251.46 	: 	50.72 	: 	480.48 
OPAY,Y_GE30,B-E,T,GE10,PPS,2018	31.81 	11.63 	13.67 	32.11 	31.18 	12.37 	36.29 	22.35 	20.38 	18.69 	17.72 	11.46 	13.82 	33.04 	16.59 	16.21 	24.59 	38.32 	16.63 	15.59 	13.33 	12.51 	10.75 	29.16 	22.92 	22.77 	20.48 	: 	28.17 	: 	7.3 
OPAY,Y_GE30,B-E,T,TOTAL,EUR,2018	: 	6.05 	10.03 	: 	33.27 	10.26 	48.15 	21.4 	: 	: 	15.93 	8.76 	9.43 	: 	10.7 	: 	28.31 	: 	9.9 	: 	: 	10.91 	8.56 	: 	: 	27.31 	: 	: 	43.87 	: 	: 
OPAY,Y_GE30,B-E,T,TOTAL,NAC,2018	: 	11.82 	257.19 	: 	33.27 	10.26 	48.15 	21.4 	: 	: 	15.93 	8.76 	9.43 	: 	3410.25 	: 	28.31 	: 	42.2 	: 	: 	10.91 	8.56 	: 	: 	24.15 	: 	: 	50.67 	: 	: 
OPAY,Y_GE30,B-E,T,TOTAL,PPS,2018	: 	11.63 	13.66 	: 	31.15 	12.37 	36.29 	22.35 	: 	: 	17.72 	11.46 	13.82 	: 	16.59 	: 	24.52 	: 	16.63 	: 	: 	12.51 	10.75 	: 	: 	22.72 	: 	: 	28.14 	: 	: 
OPAY,Y_GE30,B-F,F,GE10,EUR,2018	31.44 	4.06 	8.33 	42.26 	25.8 	9.69 	69.31 	20.53 	20.01 	17.25 	12.79 	8.69 	8.44 	25.76 	8.89 	15.7 	24.97 	39.29 	7.99 	7.76 	6.81 	9.68 	6.43 	32.06 	27.14 	22.8 	31.93 	: 	35.84 	: 	3.45 
OPAY,Y_GE30,B-F,F,GE10,NAC,2018	31.44 	7.94 	213.66 	315.03 	25.8 	9.69 	69.31 	20.53 	20.01 	17.25 	12.79 	8.69 	8.44 	25.76 	2832.58 	15.7 	24.97 	39.29 	34.07 	7.76 	31.65 	9.68 	6.43 	32.06 	278.76 	20.2 	4082.52 	: 	41.39 	: 	407.51 
OPAY,Y_GE30,B-F,F,GE10,PPS,2018	27.32 	7.8 	11.35 	29.86 	24.15 	11.69 	52.23 	21.46 	17.59 	16.76 	14.24 	11.36 	12.29 	19.89 	13.78 	18.44 	21.59 	35.11 	13.43 	8.71 	12.57 	11.1 	8.08 	25.45 	21.98 	19.01 	19.67 	: 	22.98 	: 	6.19 
OPAY,Y_GE30,B-F,F,TOTAL,EUR,2018	: 	4.06 	8.33 	: 	25.8 	9.69 	69.31 	20.53 	: 	: 	12.79 	8.69 	8.44 	: 	8.89 	: 	24.97 	: 	7.99 	: 	: 	9.68 	6.43 	: 	: 	22.8 	: 	: 	35.84 	: 	: 
OPAY,Y_GE30,B-F,F,TOTAL,NAC,2018	: 	7.94 	213.66 	: 	25.8 	9.69 	69.31 	20.53 	: 	: 	12.79 	8.69 	8.44 	: 	2832.58 	: 	24.97 	: 	34.07 	: 	: 	9.68 	6.43 	: 	: 	20.2 	: 	: 	41.39 	: 	: 
OPAY,Y_GE30,B-F,F,TOTAL,PPS,2018	: 	7.8 	11.35 	: 	24.15 	11.69 	52.23 	21.46 	: 	: 	14.24 	11.36 	12.29 	: 	13.78 	: 	21.59 	: 	13.43 	: 	: 	11.1 	8.08 	: 	: 	19.01 	: 	: 	22.98 	: 	: 
OPAY,Y_GE30,B-F,M,GE10,EUR,2018	36.91 	7.48 	10.44 	46.83 	33.17 	11.08 	48.09 	21.06 	23.77 	19.7 	16.75 	8.78 	9.19 	38.62 	11.03 	13.42 	28.63 	42.27 	10.1 	15.29 	7.26 	11.31 	9.03 	37.03 	28.86 	27.57 	35.01 	: 	45.24 	: 	4.1 
OPAY,Y_GE30,B-F,M,GE10,NAC,2018	36.91 	14.6 	267.74 	349 	33.17 	11.08 	48.09 	21.06 	23.77 	19.7 	16.75 	8.78 	9.19 	38.62 	3515.1 	13.42 	28.63 	42.27 	43.01 	15.29 	33.8 	11.31 	9.03 	37.03 	296.15 	24.38 	4477.57 	: 	52.26 	: 	484.63 
OPAY,Y_GE30,B-F,M,GE10,PPS,2018	32.12 	14.36 	14.22 	33.08 	31.05 	13.35 	36.24 	22 	20.92 	19.02 	18.63 	11.49 	13.52 	29.81 	17.1 	15.77 	24.79 	37.76 	16.95 	17.17 	13.42 	12.97 	11.33 	29.4 	23.35 	22.94 	21.57 	: 	29.02 	: 	7.36 
OPAY,Y_GE30,B-F,M,TOTAL,EUR,2018	: 	7.48 	10.38 	: 	33.13 	11.08 	48.09 	21.06 	: 	: 	16.75 	8.78 	8.81 	: 	11.03 	: 	28.56 	: 	10.09 	: 	: 	11.31 	9.03 	: 	: 	27.51 	: 	: 	45.35 	: 	: 
OPAY,Y_GE30,B-F,M,TOTAL,NAC,2018	: 	14.6 	266.25 	: 	33.13 	11.08 	48.09 	21.06 	: 	: 	16.75 	8.78 	8.81 	: 	3515.1 	: 	28.56 	: 	42.99 	: 	: 	11.31 	9.03 	: 	: 	24.33 	: 	: 	52.39 	: 	: 
OPAY,Y_GE30,B-F,M,TOTAL,PPS,2018	: 	14.36 	14.14 	: 	31.02 	13.35 	36.24 	22 	: 	: 	18.63 	11.49 	12.96 	: 	17.1 	: 	24.74 	: 	16.94 	: 	: 	12.96 	11.33 	: 	: 	22.89 	: 	: 	29.09 	: 	: 
OPAY,Y_GE30,B-F,T,GE10,EUR,2018	35.61 	6.06 	10.07 	46.11 	32.71 	10.31 	48.15 	21 	23.21 	19.28 	16.69 	8.73 	8.96 	36.67 	10.66 	13.47 	28.49 	42.09 	9.78 	13.55 	7.14 	10.88 	8.48 	36.53 	28.64 	27.21 	34.56 	: 	44.17 	: 	4.01 
OPAY,Y_GE30,B-F,T,GE10,NAC,2018	35.61 	11.83 	258.42 	343.67 	32.71 	10.31 	48.15 	21 	23.21 	19.28 	16.69 	8.73 	8.96 	36.67 	3398.1 	13.47 	28.49 	42.09 	41.65 	13.55 	33.2 	10.88 	8.48 	36.53 	293.93 	24.06 	4420.15 	: 	51.02 	: 	474.03 
OPAY,Y_GE30,B-F,T,GE10,PPS,2018	30.98 	11.64 	13.72 	32.58 	30.62 	12.43 	36.29 	21.94 	20.43 	18.63 	18.57 	11.41 	13.13 	28.31 	16.53 	15.83 	24.67 	37.6 	16.41 	15.21 	13.19 	12.48 	10.65 	29 	23.18 	22.64 	21.29 	: 	28.33 	: 	7.2 
OPAY,Y_GE30,B-F,T,TOTAL,EUR,2018	: 	6.06 	10.04 	: 	32.67 	10.31 	48.15 	21 	: 	: 	16.69 	8.73 	8.7 	: 	10.66 	: 	28.43 	: 	9.77 	: 	: 	10.88 	8.48 	: 	: 	27.16 	: 	: 	44.31 	: 	: 
OPAY,Y_GE30,B-F,T,TOTAL,NAC,2018	: 	11.83 	257.4 	: 	32.67 	10.31 	48.15 	21 	: 	: 	16.69 	8.73 	8.7 	: 	3398.1 	: 	28.43 	: 	41.63 	: 	: 	10.88 	8.48 	: 	: 	24.02 	: 	: 	51.18 	: 	: 
OPAY,Y_GE30,B-F,T,TOTAL,PPS,2018	: 	11.64 	13.67 	: 	30.59 	12.43 	36.29 	21.94 	: 	: 	18.57 	11.41 	12.76 	: 	16.53 	: 	24.62 	: 	16.41 	: 	: 	12.48 	10.65 	: 	: 	22.6 	: 	: 	28.42 	: 	: 
OPAY,Y_GE30,B-N,F,GE10,EUR,2018	25.38 	4.22 	8.62 	51.77 	24.23 	9.15 	42.03 	21.59 	18.88 	18.38 	28.41 	8.36 	8.15 	34.44 	9.57 	15.7 	25.41 	37.46 	7.38 	8.67 	6.73 	10.08 	6.41 	29.99 	23.84 	17.9 	36.93 	: 	39.51 	: 	3.43 
OPAY,Y_GE30,B-N,F,GE10,NAC,2018	25.38 	8.25 	221.18 	385.88 	24.23 	9.15 	42.03 	21.59 	18.88 	18.38 	28.41 	8.36 	8.15 	34.44 	3048.96 	15.7 	25.41 	37.46 	31.46 	8.67 	31.3 	10.08 	6.41 	29.99 	244.79 	15.84 	4723.35 	: 	45.64 	: 	406.12 
OPAY,Y_GE30,B-N,F,GE10,PPS,2018	22.12 	8.1 	11.75 	36.58 	22.68 	11.03 	31.67 	22.54 	16.59 	17.78 	31.57 	10.94 	11.87 	26.61 	14.84 	18.44 	22 	33.48 	12.4 	9.74 	12.43 	11.56 	8.05 	23.8 	19.27 	14.9 	22.74 	: 	25.35 	: 	6.17 
OPAY,Y_GE30,B-N,F,TOTAL,EUR,2018	: 	4.22 	8.62 	: 	24.23 	9.15 	42.03 	20.27 	: 	: 	29.83 	8.36 	8.15 	: 	9.52 	: 	25.34 	: 	7.33 	: 	: 	10.08 	6.41 	: 	: 	17.9 	: 	: 	40.13 	: 	: 
OPAY,Y_GE30,B-N,F,TOTAL,NAC,2018	: 	8.25 	221.18 	: 	24.23 	9.15 	42.03 	20.27 	: 	: 	29.83 	8.36 	8.15 	: 	3033.75 	: 	25.34 	: 	31.24 	: 	: 	10.08 	6.41 	: 	: 	15.84 	: 	: 	46.37 	: 	: 
OPAY,Y_GE30,B-N,F,TOTAL,PPS,2018	: 	8.1 	11.75 	: 	22.68 	11.03 	31.67 	21.15 	: 	: 	33.15 	10.94 	11.87 	: 	14.76 	: 	21.94 	: 	12.31 	: 	: 	11.56 	8.05 	: 	: 	14.9 	: 	: 	25.75 	: 	: 
OPAY,Y_GE30,B-N,M,GE10,EUR,2018	27.71 	7.3 	10.8 	49.93 	31.97 	9.79 	40.82 	20.12 	23.29 	19.55 	20.1 	8.21 	8.16 	40.73 	11.15 	12.27 	26.83 	40.65 	9.62 	14.67 	7.29 	11.55 	8.86 	34.63 	29.32 	25.25 	35.1 	: 	46.53 	: 	4.05 
OPAY,Y_GE30,B-N,M,GE10,NAC,2018	27.71 	14.25 	277.13 	372.18 	31.97 	9.79 	40.82 	20.12 	23.29 	19.55 	20.1 	8.21 	8.16 	40.73 	3555.62 	12.27 	26.83 	40.65 	40.97 	14.67 	33.91 	11.55 	8.86 	34.63 	300.96 	22.33 	4489.17 	: 	53.74 	: 	477.73 
OPAY,Y_GE30,B-N,M,GE10,PPS,2018	24.14 	14.02 	14.72 	35.28 	29.93 	11.8 	30.76 	21.02 	20.5 	18.88 	22.37 	10.75 	12.01 	31.45 	17.3 	14.41 	23.24 	36.32 	16.14 	16.48 	13.47 	13.24 	11.12 	27.49 	23.74 	21.01 	21.63 	: 	29.84 	: 	7.26 
OPAY,Y_GE30,B-N,M,TOTAL,EUR,2018	: 	7.3 	10.73 	: 	31.92 	9.79 	40.82 	20.12 	: 	: 	20.1 	8.21 	7.99 	: 	11.15 	: 	26.95 	: 	9.61 	: 	: 	11.55 	8.81 	: 	: 	25.13 	: 	: 	46.61 	: 	: 
OPAY,Y_GE30,B-N,M,TOTAL,NAC,2018	: 	14.25 	275.2 	: 	31.92 	9.79 	40.82 	20.12 	: 	: 	20.1 	8.21 	7.99 	: 	3555.62 	: 	26.95 	: 	40.95 	: 	: 	11.55 	8.81 	: 	: 	22.23 	: 	: 	53.83 	: 	: 
OPAY,Y_GE30,B-N,M,TOTAL,PPS,2018	: 	14.02 	14.62 	: 	29.88 	11.8 	30.76 	21.01 	: 	: 	22.37 	10.75 	11.75 	: 	17.3 	: 	23.34 	: 	16.14 	: 	: 	13.24 	11.06 	: 	: 	20.91 	: 	: 	29.89 	: 	: 
OPAY,Y_GE30,B-N,T,GE10,EUR,2018	26.95 	5.97 	10.38 	50.4 	31.23 	9.53 	40.88 	20.28 	22.11 	19.31 	20.93 	8.27 	8.16 	39.96 	10.88 	12.29 	26.76 	40.36 	9.18 	13.38 	7.14 	11.17 	8.28 	33.91 	28.23 	24.13 	35.6 	: 	45.35 	: 	3.96 
OPAY,Y_GE30,B-N,T,GE10,NAC,2018	26.95 	11.66 	266.19 	375.67 	31.23 	9.53 	40.88 	20.28 	22.11 	19.31 	20.93 	8.27 	8.16 	39.96 	3468.97 	12.29 	26.76 	40.36 	39.13 	13.38 	33.21 	11.17 	8.28 	33.91 	289.72 	21.34 	4553.17 	: 	52.38 	: 	467.26 
OPAY,Y_GE30,B-N,T,GE10,PPS,2018	23.49 	11.47 	14.14 	35.61 	29.23 	11.49 	30.81 	21.18 	19.45 	18.66 	23.3 	10.82 	11.97 	30.86 	16.88 	14.43 	23.17 	36.06 	15.42 	15.03 	13.19 	12.8 	10.39 	26.92 	22.85 	20.08 	21.93 	: 	29.08 	: 	7.1 
OPAY,Y_GE30,B-N,T,TOTAL,EUR,2018	: 	5.97 	10.33 	: 	31.18 	9.53 	40.88 	20.14 	: 	: 	21.45 	8.27 	8.03 	: 	10.87 	: 	26.87 	: 	9.16 	: 	: 	11.16 	8.24 	: 	: 	24.05 	: 	: 	45.49 	: 	: 
OPAY,Y_GE30,B-N,T,TOTAL,NAC,2018	: 	11.66 	264.86 	: 	31.18 	9.53 	40.88 	20.14 	: 	: 	21.45 	8.27 	8.03 	: 	3465.6 	: 	26.87 	: 	39.04 	: 	: 	11.16 	8.24 	: 	: 	21.27 	: 	: 	52.54 	: 	: 
OPAY,Y_GE30,B-N,T,TOTAL,PPS,2018	: 	11.47 	14.07 	: 	29.19 	11.49 	30.81 	21.04 	: 	: 	23.87 	10.82 	11.78 	: 	16.86 	: 	23.27 	: 	15.39 	: 	: 	12.8 	10.35 	: 	: 	20.02 	: 	: 	29.17 	: 	: 
OPAY,Y_GE30,B-S,F,GE10,EUR,2018	: 	4.27 	10.24 	47.5 	24.49 	11.61 	42.03 	22.44 	26.46 	17.21 	26.52 	7.26 	7.41 	37.04 	8.81 	14.05 	27.25 	: 	9.58 	: 	8.76 	13.85 	8.03 	30.84 	39.25 	18.29 	39.66 	: 	41.24 	: 	3.99 
OPAY,Y_GE30,B-S,F,GE10,NAC,2018	: 	8.36 	262.6 	354.02 	24.49 	11.61 	42.03 	22.44 	26.46 	17.21 	26.52 	7.26 	7.41 	37.04 	2807.92 	14.05 	27.25 	: 	40.81 	: 	40.75 	13.85 	8.03 	30.84 	402.7 	16.19 	5072.1 	: 	47.65 	: 	471.41 
OPAY,Y_GE30,B-S,F,GE10,PPS,2018	: 	8.22 	13.94 	33.56 	22.92 	13.99 	31.67 	23.43 	23.27 	16.64 	29.48 	9.5 	10.82 	28.55 	13.66 	16.5 	23.58 	: 	16.08 	: 	16.19 	15.88 	10.08 	24.48 	31.76 	15.23 	24.42 	: 	26.46 	: 	7.16 
OPAY,Y_GE30,B-S,F,TOTAL,EUR,2018	: 	4.27 	10.25 	: 	24.44 	11.61 	42.03 	21.17 	: 	: 	27.59 	7.26 	7.41 	: 	8.79 	: 	27.03 	: 	9.56 	: 	: 	13.85 	8.03 	: 	: 	18.23 	: 	: 	41.66 	: 	: 
OPAY,Y_GE30,B-S,F,TOTAL,NAC,2018	: 	8.36 	262.89 	: 	24.44 	11.61 	42.03 	21.17 	: 	: 	27.59 	7.26 	7.41 	: 	2801.19 	: 	27.03 	: 	40.74 	: 	: 	13.85 	8.03 	: 	: 	16.14 	: 	: 	48.12 	: 	: 
OPAY,Y_GE30,B-S,F,TOTAL,PPS,2018	: 	8.22 	13.96 	: 	22.88 	13.99 	31.67 	22.09 	: 	: 	30.67 	9.5 	10.82 	: 	13.63 	: 	23.39 	: 	16.06 	: 	: 	15.88 	10.08 	: 	: 	15.19 	: 	: 	26.7 	: 	: 
OPAY,Y_GE30,B-S,M,GE10,EUR,2018	: 	7.22 	10.56 	49.28 	32.31 	12.49 	40.42 	20.14 	27.6 	17.83 	20.59 	8.09 	8.34 	42.55 	10.72 	12.54 	27.46 	: 	9.84 	: 	7.9 	12.7 	9.05 	35.03 	35.48 	25.26 	38.31 	: 	46.9 	: 	4.18 
OPAY,Y_GE30,B-S,M,GE10,NAC,2018	: 	14.09 	270.95 	367.28 	32.31 	12.49 	40.42 	20.14 	27.6 	17.83 	20.59 	8.09 	8.34 	42.55 	3419.92 	12.54 	27.46 	: 	41.94 	: 	36.75 	12.7 	9.05 	35.03 	364.04 	22.34 	4899.66 	: 	54.17 	: 	494.12 
OPAY,Y_GE30,B-S,M,GE10,PPS,2018	: 	13.86 	14.39 	34.81 	30.25 	15.07 	30.47 	21.04 	24.29 	17.22 	22.92 	10.6 	12.27 	32.86 	16.64 	14.73 	23.78 	: 	16.53 	: 	14.59 	14.57 	11.36 	27.81 	28.71 	21.02 	23.6 	: 	30.07 	: 	7.51 
OPAY,Y_GE30,B-S,M,TOTAL,EUR,2018	: 	7.22 	10.5 	: 	32.23 	12.49 	40.42 	20.14 	: 	: 	20.59 	8.09 	8.17 	: 	10.72 	: 	27.55 	: 	9.84 	: 	: 	12.7 	9 	: 	: 	25.16 	: 	: 	46.99 	: 	: 
OPAY,Y_GE30,B-S,M,TOTAL,NAC,2018	: 	14.09 	269.32 	: 	32.23 	12.49 	40.42 	20.14 	: 	: 	20.59 	8.09 	8.17 	: 	3419.69 	: 	27.55 	: 	41.93 	: 	: 	12.7 	9 	: 	: 	22.25 	: 	: 	54.28 	: 	: 
OPAY,Y_GE30,B-S,M,TOTAL,PPS,2018	: 	13.86 	14.3 	: 	30.17 	15.07 	30.47 	21.04 	: 	: 	22.92 	10.6 	12.02 	: 	16.64 	: 	23.86 	: 	16.52 	: 	: 	14.56 	11.3 	: 	: 	20.94 	: 	: 	30.13 	: 	: 
OPAY,Y_GE30,B-S,T,GE10,EUR,2018	: 	5.65 	10.47 	48.7 	31.27 	11.88 	40.48 	20.41 	27.2 	17.67 	21.4 	7.64 	8.03 	41.75 	10.13 	12.77 	27.44 	: 	9.7 	: 	8.19 	13.22 	8.64 	33.76 	37.55 	23.65 	38.91 	: 	45.69 	: 	4.11 
OPAY,Y_GE30,B-S,T,GE10,NAC,2018	: 	11.03 	268.66 	362.97 	31.27 	11.88 	40.48 	20.41 	27.2 	17.67 	21.4 	7.64 	8.03 	41.75 	3231.71 	12.77 	27.44 	: 	41.32 	: 	38.12 	13.22 	8.64 	33.76 	385.28 	20.92 	4976.63 	: 	52.78 	: 	485.95 
OPAY,Y_GE30,B-S,T,GE10,PPS,2018	: 	10.85 	14.27 	34.4 	29.27 	14.32 	30.51 	21.32 	23.93 	17.08 	23.81 	10 	11.79 	32.23 	15.72 	15 	23.76 	: 	16.28 	: 	15.14 	15.16 	10.85 	26.8 	30.38 	19.68 	23.97 	: 	29.3 	: 	7.38 
OPAY,Y_GE30,B-S,T,TOTAL,EUR,2018	: 	5.65 	10.43 	: 	31.2 	11.88 	40.48 	20.29 	: 	: 	21.7 	7.64 	7.93 	: 	10.12 	: 	27.5 	: 	9.69 	: 	: 	13.22 	8.62 	: 	: 	23.57 	: 	: 	45.8 	: 	: 
OPAY,Y_GE30,B-S,T,TOTAL,NAC,2018	: 	11.03 	267.59 	: 	31.2 	11.88 	40.48 	20.29 	: 	: 	21.7 	7.64 	7.93 	: 	3228.74 	: 	27.5 	: 	41.28 	: 	: 	13.22 	8.62 	: 	: 	20.85 	: 	: 	52.9 	: 	: 
OPAY,Y_GE30,B-S,T,TOTAL,PPS,2018	: 	10.85 	14.21 	: 	29.2 	14.32 	30.51 	21.2 	: 	: 	24.15 	10 	11.64 	: 	15.71 	: 	23.82 	: 	16.27 	: 	: 	15.16 	10.82 	: 	: 	19.62 	: 	: 	29.37 	: 	: 
OPAY,Y_GE30,B-S_X_O,F,GE10,EUR,2018	25.25 	4.27 	10.3 	47.68 	24.49 	11.61 	42.03 	21.53 	26.7 	17.88 	28.06 	7.07 	7.31 	37.04 	8.84 	13.85 	27.25 	37.16 	9.6 	20.06 	8.76 	13.7 	8 	30.6 	38.96 	18.14 	39.41 	: 	41.24 	4.4 	4.12 
OPAY,Y_GE30,B-S_X_O,F,GE10,NAC,2018	25.25 	8.35 	264.08 	355.38 	24.49 	11.61 	42.03 	21.53 	26.7 	17.88 	28.06 	7.07 	7.31 	37.04 	2816.89 	13.85 	27.25 	37.16 	40.9 	20.06 	40.75 	13.7 	8 	30.6 	399.7 	16.05 	5039.34 	: 	47.65 	560.64 	486.76 
OPAY,Y_GE30,B-S_X_O,F,GE10,PPS,2018	22 	8.2 	14.02 	33.68 	22.92 	13.99 	31.67 	22.48 	23.48 	17.3 	31.19 	9.25 	10.67 	28.55 	13.71 	16.27 	23.58 	33.2 	16.12 	22.52 	16.19 	15.71 	10.05 	24.29 	31.52 	15.11 	24.26 	: 	26.46 	8.12 	7.39 
OPAY,Y_GE30,B-S_X_O,F,TOTAL,EUR,2018	: 	4.27 	10.31 	: 	24.44 	11.61 	42.03 	20.39 	: 	: 	29.46 	7.07 	7.31 	: 	8.82 	: 	27 	: 	9.58 	: 	: 	13.7 	8 	: 	: 	18.08 	: 	: 	41.66 	: 	: 
OPAY,Y_GE30,B-S_X_O,F,TOTAL,NAC,2018	: 	8.35 	264.38 	: 	24.44 	11.61 	42.03 	20.39 	: 	: 	29.46 	7.07 	7.31 	: 	2810.37 	: 	27 	: 	40.83 	: 	: 	13.7 	8 	: 	: 	16 	: 	: 	48.12 	: 	: 
OPAY,Y_GE30,B-S_X_O,F,TOTAL,PPS,2018	: 	8.2 	14.04 	: 	22.88 	13.99 	31.67 	21.28 	: 	: 	32.75 	9.25 	10.67 	: 	13.68 	: 	23.37 	: 	16.09 	: 	: 	15.71 	10.05 	: 	: 	15.06 	: 	: 	26.71 	: 	: 
OPAY,Y_GE30,B-S_X_O,M,GE10,EUR,2018	27.76 	7.23 	11.05 	49.76 	32.31 	12.49 	40.33 	20.22 	26.78 	19.53 	19.98 	8.09 	8.24 	42.55 	10.85 	12.73 	26.98 	41.64 	9.85 	19 	7.9 	12.64 	9.06 	35.1 	33.52 	25.36 	37.29 	: 	46.9 	4.96 	4.19 
OPAY,Y_GE30,B-S_X_O,M,GE10,NAC,2018	27.76 	14.11 	283.47 	370.84 	32.31 	12.49 	40.33 	20.22 	26.78 	19.53 	19.98 	8.09 	8.24 	42.55 	3460.06 	12.73 	26.98 	41.64 	41.98 	19 	36.75 	12.64 	9.06 	35.1 	344 	22.43 	4769.62 	: 	54.17 	632.38 	494.8 
OPAY,Y_GE30,B-S_X_O,M,GE10,PPS,2018	24.19 	13.89 	15.05 	35.15 	30.25 	15.07 	30.39 	21.13 	23.57 	18.86 	22.24 	10.6 	12.12 	32.86 	16.83 	14.95 	23.36 	37.2 	16.54 	21.34 	14.59 	14.49 	11.37 	27.86 	27.13 	21.1 	22.97 	: 	30.07 	9.16 	7.52 
